#    L    TT             EE             TE             PP             TP          
  1333    0.73996E+03    0.31387E+02   -0.59622E+02    0.20624E+06    0.40583E+02
  1334    0.74126E+03    0.31245E+02   -0.60208E+02    0.20599E+06    0.40704E+02
  1335    0.74259E+03    0.31098E+02   -0.60781E+02    0.20574E+06    0.40822E+02
  1336    0.74398E+03    0.30948E+02   -0.61339E+02    0.20549E+06    0.40939E+02
  1337    0.74540E+03    0.30794E+02   -0.61884E+02    0.20524E+06    0.41053E+02
  1338    0.74686E+03    0.30638E+02   -0.62414E+02    0.20500E+06    0.41166E+02
  1339    0.74837E+03    0.30477E+02   -0.62932E+02    0.20475E+06    0.41278E+02
  1340    0.74990E+03    0.30315E+02   -0.63435E+02    0.20450E+06    0.41387E+02
  1341    0.75147E+03    0.30149E+02   -0.63923E+02    0.20426E+06    0.41495E+02
  1342    0.75307E+03    0.29980E+02   -0.64397E+02    0.20401E+06    0.41601E+02
  1343    0.75471E+03    0.29808E+02   -0.64856E+02    0.20376E+06    0.41705E+02
  1344    0.75639E+03    0.29632E+02   -0.65299E+02    0.20352E+06    0.41807E+02
  1345    0.75808E+03    0.29455E+02   -0.65727E+02    0.20328E+06    0.41906E+02
  1346    0.75980E+03    0.29274E+02   -0.66141E+02    0.20303E+06    0.42004E+02
  1347    0.76157E+03    0.29091E+02   -0.66539E+02    0.20279E+06    0.42099E+02
  1348    0.76334E+03    0.28905E+02   -0.66920E+02    0.20255E+06    0.42192E+02
  1349    0.76516E+03    0.28716E+02   -0.67286E+02    0.20230E+06    0.42283E+02
  1350    0.76699E+03    0.28525E+02   -0.67636E+02    0.20206E+06    0.42371E+02
  1351    0.76885E+03    0.28331E+02   -0.67971E+02    0.20182E+06    0.42457E+02
  1352    0.77072E+03    0.28135E+02   -0.68288E+02    0.20158E+06    0.42540E+02
  1353    0.77262E+03    0.27938E+02   -0.68590E+02    0.20134E+06    0.42620E+02
  1354    0.77453E+03    0.27738E+02   -0.68876E+02    0.20110E+06    0.42698E+02
  1355    0.77647E+03    0.27536E+02   -0.69145E+02    0.20086E+06    0.42773E+02
  1356    0.77843E+03    0.27333E+02   -0.69399E+02    0.20062E+06    0.42845E+02
  1357    0.78040E+03    0.27126E+02   -0.69635E+02    0.20038E+06    0.42914E+02
  1358    0.78237E+03    0.26918E+02   -0.69853E+02    0.20014E+06    0.42980E+02
  1359    0.78436E+03    0.26709E+02   -0.70057E+02    0.19990E+06    0.43044E+02
  1360    0.78634E+03    0.26499E+02   -0.70242E+02    0.19967E+06    0.43105E+02
  1361    0.78835E+03    0.26285E+02   -0.70411E+02    0.19943E+06    0.43163E+02
  1362    0.79035E+03    0.26071E+02   -0.70563E+02    0.19919E+06    0.43219E+02
  1363    0.79236E+03    0.25855E+02   -0.70700E+02    0.19896E+06    0.43273E+02
  1364    0.79435E+03    0.25638E+02   -0.70818E+02    0.19872E+06    0.43324E+02
  1365    0.79643E+03    0.25420E+02   -0.70918E+02    0.19849E+06    0.43372E+02
  1366    0.79844E+03    0.25200E+02   -0.71003E+02    0.19825E+06    0.43418E+02
  1367    0.80045E+03    0.24979E+02   -0.71071E+02    0.19802E+06    0.43462E+02
  1368    0.80253E+03    0.24758E+02   -0.71122E+02    0.19778E+06    0.43504E+02
  1369    0.80453E+03    0.24535E+02   -0.71155E+02    0.19755E+06    0.43544E+02
  1370    0.80654E+03    0.24312E+02   -0.71172E+02    0.19732E+06    0.43581E+02
  1371    0.80854E+03    0.24088E+02   -0.71172E+02    0.19708E+06    0.43617E+02
  1372    0.81055E+03    0.23864E+02   -0.71155E+02    0.19685E+06    0.43650E+02
  1373    0.81255E+03    0.23639E+02   -0.71121E+02    0.19662E+06    0.43681E+02
  1374    0.81455E+03    0.23413E+02   -0.71070E+02    0.19639E+06    0.43711E+02
  1375    0.81655E+03    0.23187E+02   -0.71003E+02    0.19616E+06    0.43738E+02
  1376    0.81855E+03    0.22961E+02   -0.70918E+02    0.19593E+06    0.43763E+02
  1377    0.82055E+03    0.22735E+02   -0.70817E+02    0.19570E+06    0.43786E+02
  1378    0.82255E+03    0.22508E+02   -0.70700E+02    0.19547E+06    0.43807E+02
  1379    0.82447E+03    0.22282E+02   -0.70566E+02    0.19524E+06    0.43826E+02
  1380    0.82639E+03    0.22054E+02   -0.70417E+02    0.19501E+06    0.43843E+02
  1381    0.82831E+03    0.21828E+02   -0.70249E+02    0.19478E+06    0.43857E+02
  1382    0.83008E+03    0.21602E+02   -0.70066E+02    0.19456E+06    0.43869E+02
  1383    0.83200E+03    0.21376E+02   -0.69867E+02    0.19433E+06    0.43878E+02
  1384    0.83377E+03    0.21150E+02   -0.69651E+02    0.19410E+06    0.43885E+02
  1385    0.83554E+03    0.20925E+02   -0.69419E+02    0.19387E+06    0.43890E+02
  1386    0.83730E+03    0.20700E+02   -0.69172E+02    0.19365E+06    0.43892E+02
  1387    0.83899E+03    0.20476E+02   -0.68908E+02    0.19342E+06    0.43892E+02
  1388    0.84083E+03    0.20252E+02   -0.68630E+02    0.19320E+06    0.43889E+02
  1389    0.84252E+03    0.20029E+02   -0.68335E+02    0.19297E+06    0.43883E+02
  1390    0.84413E+03    0.19808E+02   -0.68026E+02    0.19275E+06    0.43875E+02
  1391    0.84582E+03    0.19587E+02   -0.67702E+02    0.19252E+06    0.43864E+02
  1392    0.84743E+03    0.19367E+02   -0.67362E+02    0.19230E+06    0.43850E+02
  1393    0.84904E+03    0.19149E+02   -0.67007E+02    0.19208E+06    0.43834E+02
  1394    0.85057E+03    0.18931E+02   -0.66639E+02    0.19185E+06    0.43816E+02
  1395    0.85210E+03    0.18714E+02   -0.66255E+02    0.19163E+06    0.43795E+02
  1396    0.85363E+03    0.18500E+02   -0.65858E+02    0.19141E+06    0.43772E+02
  1397    0.85508E+03    0.18286E+02   -0.65445E+02    0.19119E+06    0.43746E+02
  1398    0.85646E+03    0.18073E+02   -0.65019E+02    0.19097E+06    0.43718E+02
  1399    0.85784E+03    0.17864E+02   -0.64579E+02    0.19075E+06    0.43688E+02
  1400    0.85921E+03    0.17655E+02   -0.64126E+02    0.19053E+06    0.43656E+02
  1401    0.86051E+03    0.17447E+02   -0.63659E+02    0.19031E+06    0.43622E+02
  1402    0.86180E+03    0.17242E+02   -0.63179E+02    0.19009E+06    0.43585E+02
  1403    0.86302E+03    0.17038E+02   -0.62686E+02    0.18987E+06    0.43547E+02
  1404    0.86416E+03    0.16837E+02   -0.62180E+02    0.18965E+06    0.43506E+02
  1405    0.86537E+03    0.16637E+02   -0.61661E+02    0.18943E+06    0.43464E+02
  1406    0.86644E+03    0.16440E+02   -0.61131E+02    0.18921E+06    0.43420E+02
  1407    0.86742E+03    0.16245E+02   -0.60588E+02    0.18899E+06    0.43374E+02
  1408    0.86855E+03    0.16051E+02   -0.60034E+02    0.18878E+06    0.43326E+02
  1409    0.86946E+03    0.15861E+02   -0.59467E+02    0.18856E+06    0.43276E+02
  1410    0.87044E+03    0.15672E+02   -0.58890E+02    0.18834E+06    0.43224E+02
  1411    0.87134E+03    0.15485E+02   -0.58301E+02    0.18813E+06    0.43171E+02
  1412    0.87216E+03    0.15302E+02   -0.57701E+02    0.18791E+06    0.43115E+02
  1413    0.87283E+03    0.15121E+02   -0.57091E+02    0.18770E+06    0.43058E+02
  1414    0.87357E+03    0.14942E+02   -0.56470E+02    0.18748E+06    0.42998E+02
  1415    0.87423E+03    0.14766E+02   -0.55838E+02    0.18727E+06    0.42937E+02
  1416    0.87489E+03    0.14593E+02   -0.55198E+02    0.18705E+06    0.42874E+02
  1417    0.87540E+03    0.14421E+02   -0.54548E+02    0.18684E+06    0.42808E+02
  1418    0.87590E+03    0.14253E+02   -0.53888E+02    0.18663E+06    0.42741E+02
  1419    0.87632E+03    0.14088E+02   -0.53219E+02    0.18641E+06    0.42671E+02
  1420    0.87674E+03    0.13926E+02   -0.52542E+02    0.18620E+06    0.42599E+02
  1421    0.87709E+03    0.13766E+02   -0.51856E+02    0.18599E+06    0.42526E+02
  1422    0.87742E+03    0.13610E+02   -0.51162E+02    0.18578E+06    0.42450E+02
  1423    0.87761E+03    0.13457E+02   -0.50459E+02    0.18557E+06    0.42371E+02
  1424    0.87786E+03    0.13307E+02   -0.49749E+02    0.18536E+06    0.42291E+02
  1425    0.87796E+03    0.13160E+02   -0.49032E+02    0.18514E+06    0.42209E+02
  1426    0.87798E+03    0.13016E+02   -0.48308E+02    0.18493E+06    0.42124E+02
  1427    0.87807E+03    0.12875E+02   -0.47576E+02    0.18472E+06    0.42037E+02
  1428    0.87801E+03    0.12737E+02   -0.46839E+02    0.18451E+06    0.41949E+02
  1429    0.87787E+03    0.12603E+02   -0.46094E+02    0.18431E+06    0.41858E+02
  1430    0.87773E+03    0.12472E+02   -0.45344E+02    0.18410E+06    0.41765E+02
  1431    0.87751E+03    0.12344E+02   -0.44588E+02    0.18389E+06    0.41671E+02
  1432    0.87721E+03    0.12220E+02   -0.43827E+02    0.18368E+06    0.41574E+02
  1433    0.87698E+03    0.12099E+02   -0.43060E+02    0.18347E+06    0.41476E+02
  1434    0.87660E+03    0.11982E+02   -0.42288E+02    0.18327E+06    0.41376E+02
  1435    0.87614E+03    0.11868E+02   -0.41513E+02    0.18306E+06    0.41273E+02
  1436    0.87568E+03    0.11757E+02   -0.40734E+02    0.18285E+06    0.41170E+02
  1437    0.87506E+03    0.11651E+02   -0.39949E+02    0.18265E+06    0.41064E+02
  1438    0.87445E+03    0.11547E+02   -0.39163E+02    0.18244E+06    0.40957E+02
  1439    0.87375E+03    0.11447E+02   -0.38371E+02    0.18223E+06    0.40848E+02
  1440    0.87306E+03    0.11351E+02   -0.37577E+02    0.18203E+06    0.40738E+02
  1441    0.87228E+03    0.11258E+02   -0.36782E+02    0.18183E+06    0.40625E+02
  1442    0.87143E+03    0.11169E+02   -0.35984E+02    0.18162E+06    0.40512E+02
  1443    0.87050E+03    0.11084E+02   -0.35182E+02    0.18142E+06    0.40397E+02
  1444    0.86957E+03    0.11002E+02   -0.34380E+02    0.18121E+06    0.40280E+02
  1445    0.86849E+03    0.10925E+02   -0.33576E+02    0.18101E+06    0.40161E+02
  1446    0.86748E+03    0.10850E+02   -0.32770E+02    0.18081E+06    0.40042E+02
  1447    0.86625E+03    0.10780E+02   -0.31962E+02    0.18060E+06    0.39920E+02
  1448    0.86508E+03    0.10713E+02   -0.31156E+02    0.18040E+06    0.39797E+02
  1449    0.86384E+03    0.10650E+02   -0.30349E+02    0.18020E+06    0.39673E+02
  1450    0.86252E+03    0.10591E+02   -0.29541E+02    0.18000E+06    0.39547E+02
  1451    0.86119E+03    0.10536E+02   -0.28735E+02    0.17980E+06    0.39419E+02
  1452    0.85971E+03    0.10484E+02   -0.27931E+02    0.17960E+06    0.39290E+02
  1453    0.85823E+03    0.10436E+02   -0.27125E+02    0.17940E+06    0.39160E+02
  1454    0.85675E+03    0.10392E+02   -0.26321E+02    0.17920E+06    0.39028E+02
  1455    0.85519E+03    0.10351E+02   -0.25518E+02    0.17900E+06    0.38894E+02
  1456    0.85355E+03    0.10315E+02   -0.24719E+02    0.17880E+06    0.38759E+02
  1457    0.85175E+03    0.10281E+02   -0.23921E+02    0.17860E+06    0.38623E+02
  1458    0.85003E+03    0.10252E+02   -0.23125E+02    0.17840E+06    0.38485E+02
  1459    0.84823E+03    0.10227E+02   -0.22330E+02    0.17820E+06    0.38346E+02
  1460    0.84635E+03    0.10206E+02   -0.21540E+02    0.17800E+06    0.38205E+02
  1461    0.84447E+03    0.10187E+02   -0.20753E+02    0.17781E+06    0.38063E+02
  1462    0.84250E+03    0.10172E+02   -0.19970E+02    0.17761E+06    0.37920E+02
  1463    0.84039E+03    0.10161E+02   -0.19190E+02    0.17741E+06    0.37775E+02
  1464    0.83834E+03    0.10154E+02   -0.18413E+02    0.17721E+06    0.37629E+02
  1465    0.83614E+03    0.10150E+02   -0.17642E+02    0.17702E+06    0.37482E+02
  1466    0.83402E+03    0.10151E+02   -0.16874E+02    0.17682E+06    0.37334E+02
  1467    0.83173E+03    0.10155E+02   -0.16112E+02    0.17663E+06    0.37184E+02
  1468    0.82945E+03    0.10162E+02   -0.15355E+02    0.17643E+06    0.37033E+02
  1469    0.82716E+03    0.10173E+02   -0.14603E+02    0.17624E+06    0.36881E+02
  1470    0.82464E+03    0.10187E+02   -0.13856E+02    0.17604E+06    0.36727E+02
  1471    0.82227E+03    0.10206E+02   -0.13115E+02    0.17585E+06    0.36573E+02
  1472    0.81982E+03    0.10227E+02   -0.12381E+02    0.17565E+06    0.36418E+02
  1473    0.81729E+03    0.10252E+02   -0.11653E+02    0.17546E+06    0.36261E+02
  1474    0.81461E+03    0.10281E+02   -0.10932E+02    0.17527E+06    0.36103E+02
  1475    0.81200E+03    0.10312E+02   -0.10217E+02    0.17507E+06    0.35945E+02
  1476    0.80931E+03    0.10347E+02   -0.95098E+01    0.17488E+06    0.35785E+02
  1477    0.80662E+03    0.10386E+02   -0.88092E+01    0.17469E+06    0.35624E+02
  1478    0.80384E+03    0.10427E+02   -0.81165E+01    0.17450E+06    0.35463E+02
  1479    0.80107E+03    0.10473E+02   -0.74320E+01    0.17431E+06    0.35300E+02
  1480    0.79821E+03    0.10522E+02   -0.67551E+01    0.17412E+06    0.35137E+02
  1481    0.79529E+03    0.10573E+02   -0.60863E+01    0.17392E+06    0.34972E+02
  1482    0.79237E+03    0.10628E+02   -0.54260E+01    0.17373E+06    0.34807E+02
  1483    0.78939E+03    0.10686E+02   -0.47743E+01    0.17354E+06    0.34641E+02
  1484    0.78640E+03    0.10747E+02   -0.41315E+01    0.17335E+06    0.34474E+02
  1485    0.78334E+03    0.10811E+02   -0.34977E+01    0.17316E+06    0.34306E+02
  1486    0.78025E+03    0.10878E+02   -0.28730E+01    0.17297E+06    0.34137E+02
  1487    0.77711E+03    0.10948E+02   -0.22578E+01    0.17279E+06    0.33968E+02
  1488    0.77396E+03    0.11021E+02   -0.16521E+01    0.17260E+06    0.33798E+02
  1489    0.77075E+03    0.11098E+02   -0.10563E+01    0.17241E+06    0.33627E+02
  1490    0.76751E+03    0.11176E+02   -0.47039E+00    0.17222E+06    0.33455E+02
  1491    0.76425E+03    0.11257E+02    0.10528E+00    0.17203E+06    0.33282E+02
  1492    0.76095E+03    0.11341E+02    0.67068E+00    0.17185E+06    0.33109E+02
  1493    0.75762E+03    0.11428E+02    0.12255E+01    0.17166E+06    0.32935E+02
  1494    0.75426E+03    0.11517E+02    0.17697E+01    0.17147E+06    0.32761E+02
  1495    0.75087E+03    0.11609E+02    0.23032E+01    0.17129E+06    0.32586E+02
  1496    0.74745E+03    0.11704E+02    0.28257E+01    0.17110E+06    0.32410E+02
  1497    0.74400E+03    0.11800E+02    0.33371E+01    0.17091E+06    0.32233E+02
  1498    0.74054E+03    0.11900E+02    0.38373E+01    0.17073E+06    0.32056E+02
  1499    0.73704E+03    0.12001E+02    0.43262E+01    0.17054E+06    0.31878E+02
  1500    0.73352E+03    0.12105E+02    0.48036E+01    0.17036E+06    0.31699E+02
  1501    0.72997E+03    0.12211E+02    0.52696E+01    0.17017E+06    0.31520E+02
  1502    0.72640E+03    0.12320E+02    0.57235E+01    0.16999E+06    0.31341E+02
  1503    0.72282E+03    0.12430E+02    0.61657E+01    0.16981E+06    0.31160E+02
  1504    0.71921E+03    0.12543E+02    0.65961E+01    0.16962E+06    0.30979E+02
  1505    0.71557E+03    0.12657E+02    0.70144E+01    0.16944E+06    0.30798E+02
  1506    0.71192E+03    0.12774E+02    0.74206E+01    0.16926E+06    0.30615E+02
  1507    0.70826E+03    0.12892E+02    0.78146E+01    0.16907E+06    0.30433E+02
  1508    0.70458E+03    0.13012E+02    0.81961E+01    0.16889E+06    0.30249E+02
  1509    0.70087E+03    0.13133E+02    0.85652E+01    0.16871E+06    0.30066E+02
  1510    0.69716E+03    0.13258E+02    0.89216E+01    0.16853E+06    0.29881E+02
  1511    0.69342E+03    0.13383E+02    0.92661E+01    0.16835E+06    0.29696E+02
  1512    0.68967E+03    0.13509E+02    0.95963E+01    0.16817E+06    0.29511E+02
  1513    0.68591E+03    0.13637E+02    0.99154E+01    0.16798E+06    0.29325E+02
  1514    0.68214E+03    0.13768E+02    0.10221E+02    0.16780E+06    0.29139E+02
  1515    0.67839E+03    0.13899E+02    0.10515E+02    0.16762E+06    0.28953E+02
  1516    0.67460E+03    0.14031E+02    0.10794E+02    0.16744E+06    0.28766E+02
  1517    0.67081E+03    0.14165E+02    0.11061E+02    0.16726E+06    0.28579E+02
  1518    0.66701E+03    0.14300E+02    0.11317E+02    0.16708E+06    0.28392E+02
  1519    0.66320E+03    0.14435E+02    0.11557E+02    0.16691E+06    0.28205E+02
  1520    0.65940E+03    0.14572E+02    0.11786E+02    0.16673E+06    0.28017E+02
  1521    0.65558E+03    0.14710E+02    0.12001E+02    0.16655E+06    0.27830E+02
  1522    0.65176E+03    0.14849E+02    0.12204E+02    0.16637E+06    0.27642E+02
  1523    0.64794E+03    0.14988E+02    0.12393E+02    0.16619E+06    0.27454E+02
  1524    0.64412E+03    0.15129E+02    0.12569E+02    0.16602E+06    0.27267E+02
  1525    0.64030E+03    0.15270E+02    0.12732E+02    0.16584E+06    0.27079E+02
  1526    0.63648E+03    0.15412E+02    0.12883E+02    0.16566E+06    0.26891E+02
  1527    0.63266E+03    0.15553E+02    0.13019E+02    0.16549E+06    0.26704E+02
  1528    0.62884E+03    0.15696E+02    0.13143E+02    0.16531E+06    0.26517E+02
  1529    0.62503E+03    0.15839E+02    0.13254E+02    0.16513E+06    0.26329E+02
  1530    0.62123E+03    0.15983E+02    0.13352E+02    0.16496E+06    0.26142E+02
  1531    0.61743E+03    0.16126E+02    0.13436E+02    0.16478E+06    0.25955E+02
  1532    0.61364E+03    0.16271E+02    0.13509E+02    0.16461E+06    0.25768E+02
  1533    0.60985E+03    0.16415E+02    0.13569E+02    0.16443E+06    0.25581E+02
  1534    0.60608E+03    0.16560E+02    0.13615E+02    0.16426E+06    0.25394E+02
  1535    0.60231E+03    0.16704E+02    0.13649E+02    0.16408E+06    0.25207E+02
  1536    0.59856E+03    0.16848E+02    0.13670E+02    0.16391E+06    0.25020E+02
  1537    0.59482E+03    0.16993E+02    0.13677E+02    0.16374E+06    0.24833E+02
  1538    0.59110E+03    0.17138E+02    0.13673E+02    0.16356E+06    0.24647E+02
  1539    0.58736E+03    0.17281E+02    0.13657E+02    0.16339E+06    0.24460E+02
  1540    0.58366E+03    0.17424E+02    0.13628E+02    0.16322E+06    0.24274E+02
  1541    0.57997E+03    0.17568E+02    0.13586E+02    0.16304E+06    0.24087E+02
  1542    0.57630E+03    0.17711E+02    0.13532E+02    0.16287E+06    0.23901E+02
  1543    0.57264E+03    0.17853E+02    0.13465E+02    0.16270E+06    0.23714E+02
  1544    0.56900E+03    0.17995E+02    0.13387E+02    0.16253E+06    0.23528E+02
  1545    0.56538E+03    0.18136E+02    0.13297E+02    0.16236E+06    0.23342E+02
  1546    0.56178E+03    0.18276E+02    0.13195E+02    0.16219E+06    0.23156E+02
  1547    0.55819E+03    0.18416E+02    0.13081E+02    0.16202E+06    0.22970E+02
  1548    0.55464E+03    0.18555E+02    0.12955E+02    0.16184E+06    0.22785E+02
  1549    0.55110E+03    0.18693E+02    0.12818E+02    0.16167E+06    0.22599E+02
  1550    0.54759E+03    0.18830E+02    0.12669E+02    0.16150E+06    0.22414E+02
  1551    0.54410E+03    0.18966E+02    0.12508E+02    0.16134E+06    0.22230E+02
  1552    0.54064E+03    0.19101E+02    0.12337E+02    0.16117E+06    0.22045E+02
  1553    0.53719E+03    0.19235E+02    0.12155E+02    0.16100E+06    0.21862E+02
  1554    0.53378E+03    0.19369E+02    0.11962E+02    0.16083E+06    0.21678E+02
  1555    0.53039E+03    0.19500E+02    0.11758E+02    0.16066E+06    0.21495E+02
  1556    0.52703E+03    0.19630E+02    0.11542E+02    0.16049E+06    0.21313E+02
  1557    0.52370E+03    0.19759E+02    0.11317E+02    0.16032E+06    0.21131E+02
  1558    0.52040E+03    0.19887E+02    0.11082E+02    0.16016E+06    0.20950E+02
  1559    0.51714E+03    0.20012E+02    0.10836E+02    0.15999E+06    0.20770E+02
  1560    0.51391E+03    0.20137E+02    0.10579E+02    0.15982E+06    0.20590E+02
  1561    0.51068E+03    0.20259E+02    0.10313E+02    0.15965E+06    0.20410E+02
  1562    0.50748E+03    0.20381E+02    0.10037E+02    0.15949E+06    0.20232E+02
  1563    0.50433E+03    0.20500E+02    0.97512E+01    0.15932E+06    0.20054E+02
  1564    0.50121E+03    0.20619E+02    0.94563E+01    0.15916E+06    0.19877E+02
  1565    0.49814E+03    0.20734E+02    0.91519E+01    0.15899E+06    0.19700E+02
  1566    0.49508E+03    0.20849E+02    0.88394E+01    0.15882E+06    0.19524E+02
  1567    0.49206E+03    0.20959E+02    0.85166E+01    0.15866E+06    0.19348E+02
  1568    0.48907E+03    0.21071E+02    0.81856E+01    0.15849E+06    0.19173E+02
  1569    0.48613E+03    0.21179E+02    0.78460E+01    0.15833E+06    0.18999E+02
